id,target
2751,0.0
2754,0.0
2762,1.0
2764,0.0
2772,0.0
2775,0.0
2776,0.0
2779,0.0
2781,0.0
2789,0.0
2790,0.0
2791,0.0
2798,0.0
2800,0.0
2804,0.0
2805,0.0
2806,0.0
2809,0.0
2810,0.0
2812,0.0
2814,1.0
2816,0.0
2818,0.0
2823,0.0
2824,1.0
2834,1.0
2837,0.0
2840,0.0
2845,1.0
2847,1.0
2848,0.0
2850,0.0
2859,0.0
2862,0.0
2868,0.0
2874,0.0
2876,0.0
2892,0.0
2894,1.0
2897,0.0
2901,0.0
2903,0.0
2904,0.0
2906,0.0
2914,0.0
2918,0.0
2919,0.0
2923,0.0
2926,0.0
2928,0.0
2930,0.0
2938,0.0
2940,0.0
2949,0.0
2951,0.0
2958,0.0
2961,0.0
2962,0.0
2964,0.0
2966,0.0
2967,0.0
2968,0.0
2972,0.0
2977,0.0
2978,1.0
2979,0.0
2981,0.0
2985,0.0
2986,0.0
2989,1.0
2994,0.0
2996,1.0
2997,0.0
2999,0.0
3002,0.0
3007,0.0
3008,0.0
3017,0.0
3020,0.0
3024,0.0
3028,0.0
3031,0.0
3032,1.0
3033,0.0
3035,0.0
3040,0.0
3041,0.0
3046,0.0
3050,0.0
3063,0.0
3065,0.0
3067,0.0
3069,1.0
3076,1.0
3078,0.0
3081,1.0
3087,1.0
3088,0.0
3094,0.0
3096,0.0
3098,1.0
3103,0.0
3110,1.0
3113,1.0
3121,1.0
3127,1.0
3128,1.0
3129,1.0
3135,1.0
3143,1.0
3146,1.0
3148,1.0
3149,1.0
3151,1.0
3156,0.0
3160,0.0
3164,0.0
3169,0.0
3178,0.0
3187,0.0
3194,0.0
3202,0.0
3203,0.0
3204,0.0
3206,0.0
3207,0.0
3208,0.0
3209,1.0
3213,0.0
3214,0.0
3215,0.0
3220,0.0
3223,0.0
3224,0.0
3226,0.0
3228,0.0
3230,0.0
3232,0.0
3233,0.0
3234,0.0
3238,0.0
3246,0.0
3247,1.0
3250,0.0
3251,0.0
3254,0.0
3257,0.0
3258,0.0
3261,0.0
3267,0.0
3268,0.0
3269,0.0
3271,0.0
3272,0.0
3273,0.0
3279,0.0
3290,0.0
3291,0.0
3293,0.0
3294,0.0
3298,0.0
3305,0.0
3306,0.0
3307,0.0
3310,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3321,1.0
3325,0.0
3326,0.0
3327,0.0
3330,1.0
3331,0.0
3332,0.0
3333,0.0
3343,0.0
3344,0.0
3348,0.0
3349,0.0
3350,0.0
3352,0.0
3353,0.0
3354,0.0
3358,0.0
3360,0.0
3366,0.0
3371,0.0
3374,0.0
3375,0.0
3378,1.0
3382,0.0
3384,0.0
3385,0.0
3386,0.0
3392,0.0
3399,0.0
3407,0.0
3409,0.0
3416,1.0
3420,0.0
3422,1.0
3424,0.0
3426,1.0
3427,0.0
3434,0.0
3438,0.0
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3449,0.0
3453,1.0
3454,0.0
3456,1.0
3457,1.0
3458,1.0
3461,1.0
3467,1.0
3479,0.0
3488,1.0
3491,1.0
3496,1.0
3502,0.0
3507,1.0
3511,1.0
3515,1.0
3516,1.0
3538,0.0
3539,1.0
3541,1.0
3545,1.0
3546,1.0
3547,0.0
3551,1.0
3553,0.0
3556,0.0
3558,0.0
3559,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.0
3571,0.0
3574,0.0
3576,0.0
3577,0.0
3579,0.0
3580,0.0
3586,0.0
3590,0.0
3599,0.0
3600,0.0
3601,0.0
3605,0.0
3606,0.0
3612,0.0
3614,0.0
3615,0.0
3616,0.0
3620,0.0
3622,0.0
3624,0.0
3630,0.0
3644,0.0
3649,0.0
3651,0.0
3654,0.0
3665,0.0
3668,0.0
3671,0.0
3672,0.0
3673,0.0
3677,0.0
3678,0.0
3687,0.0
3688,0.0
3693,0.0
3698,0.0
3699,0.0
3701,1.0
3703,0.0
3706,0.0
3707,0.0
3709,0.0
3711,0.0
3714,0.0
3716,0.0
3720,1.0
3728,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3740,0.0
3746,0.0
3749,0.0
3751,0.0
3755,0.0
3757,0.0
3762,1.0
3767,0.0
3769,0.0
3779,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.0
3790,0.0
3791,1.0
3792,1.0
3794,0.0
3799,0.0
3801,0.0
3804,0.0
3808,0.0
3809,0.0
3811,0.0
3813,0.0
3817,0.0
3818,0.0
3823,0.0
3843,0.0
3844,0.0
3846,0.0
3847,1.0
3852,0.0
3854,0.0
3856,0.0
3863,0.0
3865,0.0
3867,0.0
3871,0.0
3872,0.0
3878,0.0
3880,0.0
3881,0.0
3882,0.0
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3890,0.0
3891,0.0
3898,1.0
3902,0.0
3909,0.0
3910,0.0
3912,0.0
3915,1.0
3918,0.0
3920,1.0
3925,0.0
3928,0.0
3929,0.0
3930,1.0
3931,0.0
3934,0.0
3939,0.0
3941,0.0
3942,0.0
3943,0.0
3946,0.0
3963,0.0
3965,1.0
3966,0.0
3971,0.0
3972,0.0
3974,0.0
3976,1.0
3978,0.0
3981,0.0
3985,0.0
3986,0.0
3987,0.0
3988,1.0
3991,1.0
3999,1.0
4001,0.0
4002,1.0
4004,0.0
4007,0.0
4009,0.0
4013,0.0
4015,0.0
4016,0.0
4023,0.0
4031,1.0
4035,1.0
4036,0.0
4037,0.0
4040,1.0
4048,1.0
4053,1.0
4056,1.0
4059,0.0
4066,1.0
4067,0.0
4069,0.0
4070,0.0
4071,1.0
4073,1.0
4074,0.0
4075,0.0
4082,1.0
4090,0.0
4099,1.0
4102,1.0
4106,0.0
4109,0.0
4110,1.0
4115,0.0
4118,1.0
4120,1.0
4125,0.0
4126,1.0
4130,1.0
4134,1.0
4136,1.0
4137,1.0
4144,0.0
4148,0.0
4151,0.0
4155,0.0
4162,0.0
4165,0.0
4169,0.0
4174,0.0
4179,0.0
4185,0.0
4186,0.0
4187,0.0
4188,0.0
4190,0.0
4192,0.0
4193,0.0
4194,0.0
4195,0.0
4196,0.0
4207,1.0
4208,1.0
4215,1.0
4217,1.0
4222,0.0
4223,1.0
4226,0.0
4228,0.0
4229,0.0
4231,1.0
4234,0.0
4236,0.0
4249,0.0
4254,1.0
4258,0.0
4259,0.0
4263,0.0
4267,0.0
4277,0.0
4278,0.0
4280,0.0
4283,0.0
4285,1.0
4286,1.0
4287,0.0
4290,0.0
4291,0.0
4294,0.0
4302,1.0
4308,1.0
4310,0.0
4311,1.0
4315,1.0
4316,0.0
4319,0.0
4331,0.0
4338,1.0
4339,1.0
4340,1.0
4344,1.0
4346,1.0
4347,1.0
4360,1.0
4364,1.0
4367,1.0
4369,0.0
4370,0.0
4371,0.0
4380,1.0
4386,1.0
4389,0.0
4390,0.0
4394,0.0
4399,0.0
4400,0.0
4404,0.0
4409,0.0
4414,0.0
4417,0.0
4418,0.0
4419,0.0
4420,0.0
4422,0.0
4429,0.0
4431,0.0
4433,0.0
4434,0.0
4439,0.0
4443,0.0
4446,0.0
4447,0.0
4453,0.0
4460,0.0
4461,1.0
4462,0.0
4467,0.0
4469,1.0
4473,0.0
4474,0.0
4475,0.0
4477,0.0
4481,0.0
4483,0.0
4484,0.0
4485,0.0
4495,0.0
4497,0.0
4500,0.0
4501,0.0
4502,0.0
4505,0.0
4506,0.0
4510,0.0
4512,1.0
4513,1.0
4532,0.0
4535,0.0
4536,0.0
4540,0.0
4545,1.0
4552,1.0
4554,1.0
4555,0.0
4558,1.0
4559,0.0
4560,0.0
4566,0.0
4570,0.0
4572,0.0
4574,0.0
4581,1.0
4583,1.0
4586,1.0
4591,1.0
4594,0.0
4603,0.0
4605,0.0
4612,0.0
4613,0.0
4615,0.0
4618,0.0
4621,0.0
4623,0.0
4626,0.0
4629,0.0
4633,0.0
4636,0.0
4638,0.0
4640,0.0
4643,0.0
4645,0.0
4647,0.0
4648,0.0
4651,0.0
4652,0.0
4653,0.0
4654,1.0
4660,0.0
4662,0.0
4663,0.0
4665,0.0
4668,0.0
4676,0.0
4683,1.0
4685,1.0
4686,0.0
4701,0.0
4718,0.0
4721,0.0
4727,0.0
4728,1.0
4733,0.0
4741,0.0
4743,1.0
4746,0.0
4751,0.0
4756,1.0
4761,0.0
4763,0.0
4764,1.0
4767,1.0
4772,0.0
4776,1.0
4780,1.0
4781,1.0
4792,1.0
4796,1.0
4801,1.0
4804,0.0
4805,0.0
4806,1.0
4811,0.0
4815,0.0
4816,1.0
4817,1.0
4818,0.0
4822,0.0
4824,0.0
4827,1.0
4837,0.0
4838,1.0
4839,1.0
4841,1.0
4851,1.0
4855,1.0
4861,0.0
4862,0.0
4863,0.0
4865,0.0
4871,0.0
4873,0.0
4880,0.0
4885,0.0
4886,0.0
4902,0.0
4904,0.0
4907,0.0
4916,0.0
4921,0.0
4925,0.0
4927,0.0
4928,0.0
4930,0.0
4932,0.0
4933,0.0
4937,1.0
4939,1.0
4941,0.0
4942,0.0
4947,0.0
4949,0.0
4950,0.0
4956,0.0
4960,0.0
4963,0.0
4965,1.0
4976,0.0
4977,0.0
4987,0.0
4991,0.0
4994,0.0
4999,0.0
5003,1.0
5006,0.0
5009,0.0
5011,0.0
5012,0.0
5014,0.0
5020,0.0
5021,0.0
5023,1.0
5026,0.0
5030,0.0
5031,1.0
5036,1.0
5042,0.0
5045,1.0
5048,1.0
5051,0.0
5053,0.0
5054,0.0
5057,0.0
5058,0.0
5066,1.0
5070,1.0
5077,0.0
5081,1.0
5084,0.0
5086,0.0
5090,0.0
5091,0.0
5093,0.0
5100,0.0
5108,1.0
5111,1.0
5112,1.0
5118,0.0
5121,1.0
5123,1.0
5129,1.0
5133,0.0
5143,0.0
5147,0.0
5151,1.0
5156,1.0
5158,1.0
5161,0.0
5163,0.0
5167,0.0
5173,1.0
5205,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5225,0.0
5237,0.0
5239,0.0
5240,0.0
5241,0.0
5246,0.0
5250,0.0
5253,0.0
5258,0.0
5261,0.0
5268,0.0
5275,0.0
5277,0.0
5279,0.0
5288,0.0
5289,0.0
5294,0.0
5303,0.0
5307,0.0
5311,0.0
5312,0.0
5314,0.0
5318,0.0
5327,0.0
5329,0.0
5333,0.0
5334,0.0
5340,0.0
5348,0.0
5358,0.0
5360,0.0
5361,0.0
5363,0.0
5364,0.0
5369,1.0
5370,0.0
5374,0.0
5376,1.0
5388,0.0
5390,0.0
5393,0.0
5394,0.0
5395,0.0
5398,1.0
5399,1.0
5401,0.0
5402,1.0
5405,0.0
5414,0.0
5415,0.0
5419,0.0
5421,0.0
5422,0.0
5424,0.0
5427,0.0
5429,0.0
5431,0.0
5433,0.0
5434,0.0
5435,0.0
5436,0.0
5438,1.0
5440,0.0
5441,0.0
5447,0.0
5451,0.0
5453,0.0
5456,0.0
5457,1.0
5463,0.0
5464,0.0
5470,0.0
5472,0.0
5474,0.0
5478,0.0
5483,0.0
5490,0.0
5500,0.0
5504,0.0
5508,0.0
5511,0.0
5512,0.0
5513,0.0
5516,0.0
5523,0.0
5527,0.0
5530,0.0
5533,0.0
5536,0.0
5537,0.0
5542,0.0
5543,0.0
5546,0.0
5549,0.0
5550,0.0
5551,0.0
5562,0.0
5566,0.0
5568,0.0
5571,1.0
5572,1.0
5574,0.0
5583,0.0
5585,0.0
5591,0.0
5596,0.0
5597,0.0
5601,1.0
5606,1.0
5607,0.0
5610,0.0
5615,0.0
5616,1.0
5623,0.0
5630,0.0
5636,1.0
5637,0.0
5639,0.0
5640,1.0
5643,1.0
5648,0.0
5649,0.0
5660,0.0
5666,0.0
5667,1.0
5678,1.0
5679,0.0
5681,0.0
5682,0.0
5691,0.0
5696,1.0
5697,1.0
5700,0.0
5701,0.0
5702,1.0
5708,1.0
5709,1.0
5718,1.0
5723,0.0
5725,1.0
5728,1.0
5731,1.0
5735,1.0
5737,1.0
5738,1.0
5742,1.0
5747,1.0
5749,1.0
5750,1.0
5755,1.0
5756,1.0
5761,1.0
5762,1.0
5767,1.0
5768,1.0
5770,1.0
5773,1.0
5774,0.0
5779,1.0
5782,1.0
5785,0.0
5786,0.0
5787,1.0
5788,1.0
5796,0.0
5802,0.0
5806,1.0
5809,0.0
5810,0.0
5811,1.0
5813,1.0
5820,0.0
5823,0.0
5830,1.0
5831,0.0
5838,0.0
5839,0.0
5844,0.0
5846,0.0
5851,0.0
5852,0.0
5857,0.0
5859,0.0
5860,1.0
5862,0.0
5865,1.0
5866,0.0
5871,1.0
5872,0.0
5877,1.0
5878,1.0
5879,1.0
5880,0.0
5895,0.0
5897,0.0
5910,0.0
5914,0.0
5915,0.0
5917,0.0
5924,0.0
5926,0.0
5931,0.0
5936,0.0
5940,0.0
5941,0.0
5945,0.0
5946,0.0
5948,0.0
5951,0.0
5967,0.0
5968,0.0
5969,0.0
5970,0.0
5971,0.0
5973,0.0
5976,0.0
5977,0.0
5984,0.0
5986,1.0
5993,0.0
5994,1.0
6005,1.0
6006,1.0
6008,1.0
6010,1.0
6011,0.0
6014,1.0
6016,1.0
6018,0.0
6021,1.0
6025,1.0
6028,1.0
6029,1.0
6035,0.0
6040,0.0
6042,0.0
6044,0.0
6046,0.0
6052,0.0
6054,1.0
6062,1.0
6063,0.0
6067,1.0
6068,1.0
6077,0.0
6079,0.0
6080,0.0
6081,1.0
6082,1.0
6089,0.0
6095,0.0
6101,0.0
6107,0.0
6114,0.0
6117,0.0
6121,0.0
6122,0.0
6124,0.0
6129,0.0
6131,0.0
6136,1.0
6139,0.0
6142,0.0
6143,1.0
6144,1.0
6149,0.0
6155,1.0
6157,0.0
6158,0.0
6161,1.0
6168,0.0
6172,1.0
6176,1.0
6177,0.0
6179,0.0
6180,1.0
6182,0.0
6186,0.0
6189,0.0
6190,0.0
6194,1.0
6204,0.0
6205,0.0
6209,0.0
6210,0.0
6212,0.0
6214,1.0
6221,1.0
6225,1.0
6228,0.0
6229,0.0
6231,0.0
6235,0.0
6236,0.0
6237,1.0
6238,0.0
6239,0.0
6242,0.0
6249,0.0
6250,0.0
6251,0.0
6252,1.0
6260,0.0
6264,0.0
6266,0.0
6270,0.0
6275,0.0
6279,0.0
6280,0.0
6284,0.0
6285,0.0
6286,0.0
6287,1.0
6288,0.0
6289,1.0
6290,0.0
6291,1.0
6295,0.0
6298,1.0
6307,1.0
6308,0.0
6309,1.0
6313,0.0
6316,0.0
6319,0.0
6321,1.0
6324,0.0
6327,0.0
6333,1.0
6351,1.0
6352,1.0
6353,1.0
6357,1.0
6359,0.0
6360,1.0
6364,1.0
6367,0.0
6368,1.0
6377,1.0
6378,1.0
6379,0.0
6381,1.0
6390,1.0
6401,0.0
6408,0.0
6409,0.0
6411,0.0
6419,0.0
6424,1.0
6426,0.0
6428,0.0
6431,0.0
6432,0.0
6433,0.0
6435,1.0
6437,0.0
6439,1.0
6442,0.0
6444,1.0
6447,1.0
6456,1.0
6457,0.0
6460,0.0
6468,0.0
6471,1.0
6475,0.0
6476,1.0
6479,1.0
6483,1.0
6487,0.0
6488,0.0
6489,0.0
6496,0.0
6498,0.0
6502,0.0
6503,0.0
6507,0.0
6508,0.0
6509,0.0
6517,0.0
6521,0.0
6522,0.0
6524,0.0
6526,0.0
6531,1.0
6533,0.0
6538,0.0
6539,1.0
6544,1.0
6557,0.0
6558,0.0
6562,0.0
6563,0.0
6564,0.0
6574,0.0
6578,0.0
6581,0.0
6584,0.0
6587,0.0
6589,0.0
6590,0.0
6592,0.0
6595,0.0
6599,0.0
6600,0.0
6606,0.0
6609,0.0
6612,0.0
6615,0.0
6618,0.0
6620,0.0
6623,0.0
6633,0.0
6639,1.0
6640,0.0
6641,1.0
6645,0.0
6650,0.0
6651,0.0
6652,0.0
6657,0.0
6659,0.0
6666,0.0
6671,0.0
6673,1.0
6674,0.0
6677,0.0
6680,0.0
6684,0.0
6685,0.0
6691,0.0
6692,0.0
6696,0.0
6698,0.0
6704,0.0
6705,0.0
6710,0.0
6713,0.0
6715,0.0
6717,0.0
6718,0.0
6720,0.0
6728,0.0
6732,0.0
6733,0.0
6739,0.0
6740,0.0
6741,0.0
6743,0.0
6747,0.0
6750,0.0
6752,1.0
6753,0.0
6755,0.0
6761,0.0
6763,0.0
6768,0.0
6770,0.0
6771,0.0
6777,0.0
6778,0.0
6780,0.0
6782,0.0
6786,0.0
6791,0.0
6797,0.0
6798,0.0
6803,0.0
6805,0.0
6812,0.0
6816,0.0
6818,0.0
6822,0.0
6825,0.0
6826,0.0
6827,0.0
6829,0.0
6831,0.0
6836,0.0
6838,0.0
6840,0.0
6842,0.0
6846,0.0
6851,1.0
6853,1.0
6856,0.0
6859,1.0
6865,1.0
